GENE,cluster1,cluster2,cluster3,cluster4
LINC00877,2.73461750699771e-255,0.999880329641782,0.00011967035821859286,0.0
LINC00910,0.9999878238445881,5.30492186873092e-10,1.2175624919498469e-05,0.0
LINC01122,0.0004404450247143696,7.829984689752268e-05,0.9994812551283873,0.0
LINC01239,0.9999910665829557,4.66308711000615e-10,8.932950735652086e-06,0.0
LINC01426,2.645551695109902e-59,0.0013391015467273835,0.9986608984532725,0.0
LINC01465,0.9999961453318991,1.9025526529641888e-10,3.85447784560623e-06,0.0
LINC01487,0.9999929837312733,3.4087388249144345e-10,7.015927852897856e-06,0.0
LINC01612,0.9939524799859676,2.6635878740359395e-07,0.006047253655245039,0.0
LINC01630,1.2987360344467542e-06,7.041996547594927e-05,0.9999282812984892,0.0
LINC01695,0.9998858535804327,6.7683488593689695e-09,0.00011413965121855938,0.0
LIPA,0.9999951976515904,2.0168971322584826e-10,4.80214671983581e-06,0.0
LIX1L,5.739644250915101e-13,0.0003972671024770586,0.9996027328969488,0.0
LMCD1,0.00015436565287636162,3.854177165789465e-05,0.9998070925754657,0.0
LMNTD2,9.267676560089471e-112,0.02514192380355882,0.9748580761964428,0.0
LMO2,0.0,1.0,2.4715421517986276e-27,0.0
LMO7,0.9999961496718881,2.1128768613599376e-10,3.850116824196584e-06,0.0
LMOD1,1.0886700320164351e-32,9.219704638603181e-05,0.9999078029536141,0.0
LMOD2,1.6497848815044463e-29,0.00023411514020318962,0.9997658848597967,0.0
LMX1B,0.0,1.0586979051333446e-32,9.981346744952743e-236,1.0
LOC100128076,3.3412935437269204e-37,0.00198752591009507,0.9980124740899056,0.0
LOC100129291,2.230377518844958e-147,0.9999920060763812,7.99392361834585e-06,0.0
LOC100288637,0.9999976415701939,1.14678253081601e-10,2.358315127830146e-06,0.0
LOC100420587,2.39938739490214e-47,0.001374057487599925,0.9986259425123989,0.0
LOC100506124,0.9999985982233145,7.569642078736e-11,1.4017009890086047e-06,0.0
LOC101927708,0.0031208811779136485,7.24220838397311e-05,0.9968066967382462,0.0
LOC101928441,0.9986658328322204,8.423319037627801e-08,0.0013340829345894706,0.0
LOC101929550,0.9971399751388093,4.0744782728207443e-07,0.0028596174133635344,0.0
LOC102724562,7.91033153450644e-43,0.00011805341156740906,0.9998819465884331,0.0
LOC105371267,0.9999610862956017,1.302497282490049e-09,3.8912401901054296e-05,0.0
LOC105374060,2.080989434638072e-06,6.0128035436803866e-05,0.9999377909751279,0.0
LOC442132,0.9999852942506314,8.141257434256557e-10,1.4704935242931747e-05,0.0
LOC646762,0.9999892245265555,4.3358986586174323e-10,1.0775039854678163e-05,0.0
LOC729218,1.3578717478174359e-05,3.7928014349539033e-05,0.9999484932681725,0.0
LONRF3,8.49010817444e-313,0.9999999999991722,8.272922696548029e-13,0.0
LOX,1.1470694539375992e-34,7.925864806021529e-05,0.9999207413519401,0.0
LPAL2,0.4426821619743012,1.9761950058118672e-05,0.5572980760756404,0.0
LPAR3,2.957025915132288e-98,0.07099344047857105,0.9290065595214299,0.0
LRFN2,0.0,0.9999999999999503,4.839857342686662e-14,0.0
LRG1,1.066393105137535e-85,0.02260308500228848,0.9773969149977104,0.0
LRIG3,3.6258904473514813e-29,8.671702629067049e-05,0.9999132829737095,0.0
LRP10,0.9999730478749185,1.8689845727461666e-09,2.6950256097077245e-05,0.0
LRP1B,2.162194228049137e-91,0.0008380532985433502,0.9991619467014557,0.0
LRP4,3.308820997276094e-49,0.00013972578935230855,0.9998602742106476,0.0
LRRC23,0.9999923944846877,3.2847013447375404e-10,7.605186842118092e-06,0.0
LRRC25,2.3487642446784085e-27,0.00013462737125479287,0.999865372628746,0.0
LRRC37A11P,3.66942826198506e-87,0.0010775304390203487,0.998922469560979,0.0
LRRC37B,0.9999969311968241,1.100481218396353e-10,3.0686931279761967e-06,0.0
LRRC43,8.517393664943152e-17,9.937832706217259e-05,0.9999006216729386,0.0
LRRC56,1.0140156515801358e-19,0.0001365348151177214,0.9998634651848829,0.0
LRRC73,1.1423239897479458e-13,0.00019265504105724313,0.999807344958829,0.0
LRRC9,6.075904026094641e-52,0.0002411619808066442,0.9997588380191935,0.0
LRRN4,5.762398558846101e-45,0.00018147070407711015,0.9998185292959231,0.0
LTC4S,0.999872397165167,5.9874821445675905e-09,0.0001275968473509506,0.0
LUZP2,2.1582150962403474e-51,9.591585834222364e-05,0.9999040841416574,0.0
LYG1,0.9999980849486824,9.282009280440904e-11,1.914958497678543e-06,0.0
LYPD6B,6.635865804799897e-64,0.000253616340719432,0.9997463836592814,0.0
LYST,0.9998763562764889,3.76608182374936e-09,0.00012363995742934705,0.0
MAF,4.498422578671448e-47,0.007178580489486449,0.9928214195105121,0.0
MAFA,0.0,0.9999999999960281,3.970906900184072e-12,0.0
MAGEL2,8.771077162710985e-36,0.00013283573616949855,0.9998671642638302,0.0
MALL,3.7472116546369376e-50,0.0007073785688319285,0.9992926214311676,0.0
MAMDC2,9.613625982327373e-41,0.005492827607115837,0.9945071723928842,0.0
MAOA,2.925658987570702e-84,0.9951722633458743,0.004827736654127332,0.0
MAP1A,1.1215674544591701e-16,0.0001513191601851796,0.9998486808398152,0.0
MAP1LC3A,0.9999957955202897,2.0722586419989927e-10,4.20427248453965e-06,0.0
MAP2K4P1,1.0933842078875243e-106,0.9997223000980986,0.0002776999019022973,0.0
MAP3K5,6.547821086679486e-14,0.0008490628248278585,0.9991509371751067,0.0
MAP6,0.0,0.01616186303976127,0.983838136960238,0.0
MAPK10,0.9999501741412612,2.916148591392363e-09,4.982294259051481e-05,0.0
MAPK11,8.248135733463106e-55,0.010799532771050955,0.9892004672289478,0.0
MAPK8IP2,1.785887386511379e-223,0.9980412941923947,0.0019587058076045013,0.0
MAPRE3,1.289819391566034e-137,0.6223166740015358,0.3776833259984632,0.0
MASP1,2.935806470685067e-54,0.0006234027904560958,0.9993765972095432,0.0
MATN3,1.90439879846583e-51,0.00019939139457520762,0.9998006086054246,0.0
MBNL2,8.011804756752173e-64,0.9989747606144952,0.0010252393855064272,0.0
MCIDAS,0.0,1.0,2.3856821425238925e-16,0.0
ME3,1.8759404926571875e-08,0.0001144954746498068,0.999885485765945,0.0
MEIS1,0.0,0.9999999995753122,4.2468821297297123e-10,0.0
MESP1,1.2770764049428843e-57,0.031155356986919926,0.9688446430130799,0.0
MFAP4,0.9976667182449374,1.5355867972251644e-07,0.0023331281963825195,0.0
MFAP5,0.007639117226752498,3.6601010798280385e-05,0.992324281762449,0.0
MFSD6L,9.388610351352833e-111,0.005994983684451114,0.9940050163155505,0.0
MGST2,0.9998921637699993,5.490959547601483e-09,0.00010783073904092575,0.0
MIR205HG,2.606925407673205e-50,0.017344587955385318,0.9826554120446146,0.0
MIR302C,0.9999980219477639,1.1410211787691708e-10,1.9779381340273102e-06,0.0
MIR34AHG,3.885984429482152e-59,0.0024166705381633083,0.9975833294618374,0.0
MIR4435-2HG,0.9999943556036477,2.7314927101525826e-10,5.644123203100756e-06,0.0
MIR9-3HG,0.0,1.199027354463465e-35,1.5159716971431039e-218,1.0
MISP,1.0657322858488357e-44,0.0033773122311822838,0.9966226877688162,0.0
MLPH,5.860389294721595e-134,0.10628873801596911,0.8937112619840311,0.0
MMP15,3.559183287769416e-29,0.00014500165360612844,0.999854998346394,0.0
MMP19,5.600944438977638e-31,0.00035181551901798284,0.9996481844809824,0.0
MMP23B,1.9137300162579776e-05,0.0001746964931113619,0.999806166206726,0.0
MOB3C,0.942820509919326,4.408904629593177e-06,0.05717508117604527,0.0
MOBP,2.5226402984675645e-19,0.0008066797315094018,0.9991933202684908,0.0
MOCOS,3.350587501483647e-24,0.00010371183218655022,0.9998962881678142,0.0
MORN2,0.9999989444180326,4.442390146367841e-11,1.055537543491681e-06,0.0
MSGN1,3.8835043816700424e-16,0.0001318922996080562,0.9998681077003914,0.0
MSS51,0.9999984976810452,7.314145565163253e-11,1.5022458133628095e-06,0.0
MST1,0.0014916094211242868,4.320372653539048e-05,0.9984651868523412,0.0
MST1L,3.8055415251634315e-40,9.431041248330683e-05,0.9999056895875171,0.0
MST1P2,6.064716376160649e-37,0.0012488860364923409,0.9987511139635072,0.0
MT1E,0.0,1.0,1.780831012925619e-70,0.0
MT1G,0.0,1.0,2.0002964737716706e-80,0.0
MTHFD2,0.9999974569598514,8.69785385264083e-11,2.542953169996478e-06,0.0
MTSS1,1.245713197682456e-111,0.9817425600539311,0.018257439946070198,0.0
MUC19,0.8363299221263829,7.295690911793076e-06,0.1636627821827051,0.0
MXD4,2.9497824659404045e-44,0.951643183179509,0.04835681682049174,0.0
MXRA5,1.588167038901343e-95,0.30837667937354324,0.6916233206264557,0.0
MYC,1.2433494346313326e-15,0.00011813030623454152,0.9998818696937638,0.0
MYF6,8.369760904395747e-259,0.9983754714537091,0.0016245285462899142,0.0
MYH3,0.9755146150954658,2.581309938186253e-06,0.024482803594596397,0.0
MYL7,2.2194943028754607e-63,0.005461940691363205,0.9945380593086371,0.0
MYL9,0.9925274178733055,3.673717733678458e-07,0.007472214754921197,0.0
MYLK2,2.2782528047284327e-105,0.7457793824693996,0.25422061753060127,0.0
MYOCD,9.659413507500312e-88,0.002327244762206747,0.9976727552377939,0.0
MYOF,2.6527547136250858e-20,0.00015405869825035824,0.9998459413017492,0.0
MYRIP,5.238418981262886e-215,0.019331240271850895,0.9806687597281486,0.0
NACAD,1.0080977311357491e-08,4.1081930202189535e-05,0.9999589079888206,0.0
NBPF10,0.9999934173693681,3.432603410036498e-10,6.582287371777274e-06,0.0
NBPF12,0.9999963361665369,1.8312083735114243e-10,3.663650342203243e-06,0.0
NBPF14,0.9999961180814185,2.1220546928760635e-10,3.881706376018973e-06,0.0
NCAM1,0.0,0.9999999997938929,2.0610857071830711e-10,0.0
NEB,0.8743142900084782,6.317711754301825e-06,0.12567939227976768,0.0
NEDD9,0.9999547994193796,1.5461262264788062e-09,4.519903449427279e-05,0.0
NEFL,0.0,0.9999999999999964,4.9442741952776785e-15,0.0
NEK11,0.9999981455932919,7.333859439338277e-11,1.8543333695786442e-06,0.0
NEURL1,5.605381433266468e-200,0.30536982513502425,0.6946301748649758,0.0
NFATC4,4.3359435057684335e-66,0.0033475263372653207,0.9966524736627332,0.0
NFKBIA,0.9999918272599545,5.239034110969067e-10,8.172216142201461e-06,0.0
NGEF,2.8895724367094365e-29,0.00014865736975120628,0.9998513426302489,0.0
NHLH2,0.0,0.9999996691345615,3.308654372305952e-07,0.0
NKAIN2,0.999996187911715,1.8309040664221897e-10,3.811905194629056e-06,0.0
NKX1-2,3.51057857777e-312,0.9993933665510821,0.0006066334489185189,0.0
NKX2-2,0.0,1.0,4.158221709859241e-39,0.0
NME9,2.9949448215166084e-26,0.002087554440176106,0.9979124455598235,0.0
NMNAT2,1.2052710559078475e-258,0.04976077827181117,0.9502392217281894,0.0
NOS3,0.0,1.0,1.0539270489797305e-17,0.0
NOTO,1.263699923953498e-242,0.7797471622406048,0.22025283775939414,0.0
NPAS4,4.449450624451545e-132,0.08181400976529223,0.9181859902347077,0.0
NPDC1,3.6719776718236874e-201,0.9987330738192225,0.0012669261807774198,0.0
NPHP1,0.9965345408403967,2.0922513834132277e-07,0.003465249934465101,0.0
NPIPB11,0.9999938249916568,3.5194956843814384e-10,6.174656393550827e-06,0.0
NPM2,1.6362720289994751e-124,0.9885480752299367,0.011451924770064651,0.0
NPR1,2.0096442083516596e-52,0.0003121675964105341,0.9996878324035902,0.0
NPR2,0.9986618118399911,6.521011366181863e-08,0.0013381229498952087,0.0
NRBP2,0.9825028725546999,7.268321843395084e-07,0.01749640061311572,0.0
NRN1L,0.9999739941943961,1.6903559018840224e-09,2.6004115247976148e-05,0.0
NRROS,1.0992910203107569e-29,0.00025796449666385025,0.9997420355033367,0.0
NRXN1,1.5988993322172663e-32,0.0001222608205199323,0.9998777391794796,0.0
NT5C2,0.9999983767059953,7.462012753940537e-11,1.6232193844328154e-06,0.0
NT5E,2.8881627275278736e-82,0.002803917224473962,0.9971960827755263,0.0
NTF3,0.0,0.999999998923915,1.0760854120216404e-09,0.0
NTF4,2.389191385e-315,0.9999999990186552,9.813432561236764e-10,0.0
NTN4,1.4669882586979478e-183,0.007149492094457642,0.9928505079055433,0.0
NTNG2,0.0,1.0,1.5427819376121364e-131,0.0
NTS,0.9896005707620326,5.182039551296378e-07,0.010398911034012748,0.0
NUCB2,0.9999906947043425,3.5165883863234977e-10,9.304943998703059e-06,0.0
NUDT8,4.895902910204334e-06,8.553859708907079e-05,0.9999095655000001,0.0
NWD2,0.0,0.9223504162341561,0.07764958376584265,0.0
NXPH3,3.5688674755460924e-93,0.07892296728829216,0.9210770327117092,0.0
NYAP1,0.9985651762158829,9.816847878162362e-08,0.001434725615637982,0.0
ODF3B,1.243746523134978e-251,0.9999963369301861,3.66306981309147e-06,0.0
OLFM1,0.0,1.0,1.2912729331783962e-32,0.0
OLFML2A,2.8037764554227662e-108,0.15078775388172183,0.849212246118277,0.0
OPCML,7.3459377314103185e-140,0.020998058590601595,0.9790019414093966,0.0
OR51M1,0.9988392474803922,7.865669301490059e-08,0.0011606738629152174,0.0
OR51Q1,2.972560701670567e-09,8.487422303827871e-05,0.9999151228044018,0.0
OR52A1,0.9963621256246372,1.7565149066643575e-07,0.0036376987238718227,0.0
OSCP1,0.9999990710730116,4.037787346577327e-11,9.288866105967053e-07,0.0
OSMR,6.650688900128862e-112,0.0006233397810137865,0.9993766602189871,0.0
OTOF,0.0,1.0,3.887131372582083e-48,0.0
OVCH2,2.7881739585890104e-64,0.0004960393914420722,0.9995039606085588,0.0
P2RY6,1.8869406171570268e-40,9.660912805973321e-05,0.9999033908719395,0.0
PACSIN1,3.2360803619907355e-76,0.00041063729264547664,0.9995893627073551,0.0
PAOX,1.8884492712439287e-06,0.00019123801890623813,0.9998068735318233,0.0
PAQR7,0.9999963909700726,1.330813213606283e-10,3.6088968460528757e-06,0.0
PCDH7,9.776717585394722e-84,0.00688724906209043,0.9931127509379095,0.0
PCDH9,1.5153767355817343e-16,3.179078366668228e-05,0.9999682092163337,0.0
PCSK1,7.158236531583233e-217,0.004941960737110965,0.9950580392628899,0.0
PCSK1N,1.890265022223623e-248,0.9999967326787969,3.2673212027742733e-06,0.0
PCSK4,4.3558970334569e-21,0.0002678508480631181,0.999732149151937,0.0
PCSK9,5.082250187468764e-201,0.1710424027754172,0.8289575972245844,0.0
PDE11A,0.0002896627555857664,6.969540982661668e-05,0.9996406418345886,0.0
PDE4B,3.165679640526974e-50,8.882091957011966e-05,0.9999111790804304,0.0
PDE8B,2.9297701205187284e-299,0.9999633168466266,3.6683153373709384e-05,0.0
PDGFB,0.0,1.0,8.424274785702221e-19,0.0
PDIA2,1.1397676766417805e-99,0.09664818113104923,0.9033518188689511,0.0
PDK4,1.195134820145113e-36,0.001689622872753953,0.9983103771272461,0.0
PDZK1,4.2824530444449096e-06,3.8373124756584315e-05,0.9999573444221991,0.0
PDZRN4,2.0371424247468124e-73,0.0006144422175844289,0.9993855577824157,0.0
PEG10,3.0411133887062072e-118,0.0013801111550394477,0.9986198888449604,0.0
PEG13,3.089553847304677e-20,0.00038820044629780075,0.9996117995537024,0.0
PENK,1.90937034390137e-84,0.0015967950569261825,0.9984032049430746,0.0
PGR,1.562015862410538e-144,0.0016993865434609175,0.9983006134565386,0.0
PHLDA3,5.2282444209022943e-45,0.0019193994204767882,0.9980806005795231,0.0
PIFO,7.26983272127347e-09,4.907687458860581e-05,0.9999509158555794,0.0
PIH1D2,0.9999171665853214,3.252616437828248e-09,8.283016206236009e-05,0.0
PIK3R6,1.2039342729799325e-67,0.017563897463803838,0.9824361025361956,0.0
PILRA,0.9999796302130314,8.698341042121715e-10,2.0368917134611175e-05,0.0
PKDCC,1.0439308650963694e-179,0.995642528751036,0.004357471248962694,0.0
PKNOX2,0.0,0.9999996990692166,3.0093078316599915e-07,0.0
PLA2G4C,0.9999621010603313,1.9484455882404163e-09,3.789699122306488e-05,0.0
PLA2R1,1.9190674524167327e-73,0.015165015254558701,0.9848349847454415,0.0
PLCD1,6.302634613569459e-10,0.0003875887962952514,0.9996124105734414,0.0
PLCXD3,4.534116149343346e-48,0.00010897781949365674,0.9998910221805065,0.0
PLEKHA6,2.020417152384422e-177,0.9330490982391016,0.06695090176089825,0.0
PLEKHB1,7.08876245752011e-22,9.209262499337906e-05,0.9999079073750063,0.0
PLEKHD1,0.0,0.9988941672326359,0.0011058327673656673,0.0
PLIN5,2.8435422973462015e-101,0.02563551896730763,0.9743644810326936,0.0
PLK2,0.8195483351851139,5.1789287723253905e-06,0.18044648588611364,0.0
PLLP,1.1524719559566379e-42,0.00014544618800499788,0.9998545538119948,0.0
PLPP2,2.877544144898752e-112,0.04277690463563269,0.9572230953643672,0.0
PLPP5,0.9999978371439209,1.0871830578785943e-10,2.1627473609268996e-06,0.0
PLSCR4,2.0100868786920736e-14,6.057725747099234e-05,0.9999394227425097,0.0
PLXDC1,5.140603998621779e-26,0.00014067029572673893,0.9998593297042725,0.0
PLXNA4,0.0,0.9999999992162998,7.836990825942637e-10,0.0
PNPLA6,0.999998026816426,8.569304216231354e-11,1.973097880954136e-06,0.0
POMC,1.6840506044826772e-270,0.33625689293922584,0.6637431070607743,0.0
POPDC2,0.999997083622606,1.5898319261273764e-10,2.9162184107424644e-06,0.0
PPARA,1.0465949680953275e-36,0.007699066734256412,0.9923009332657432,0.0
PPFIBP2,1.0356269814467881e-66,0.18372945276365324,0.8162705472363484,0.0
PPP1R9B,0.999931913966911,3.3732747338795938e-09,6.808265981438213e-05,0.0
PRDM1,6.0252622752064724e-170,0.8902516789085733,0.10974832109142763,0.0
PRKXP1,0.9999977757321695,1.0355413542799517e-10,2.2241642765749764e-06,0.0
PRMT8,0.0,0.9999999861754603,1.3824539693555395e-08,0.0
PROB1,3.029315053671427e-32,0.0010517028413905443,0.99894829715861,0.0
PROSER2,3.943759647562453e-45,0.0005221880619473577,0.9994778119380523,0.0
PRR29,5.1268838044711734e-161,0.7797523830794316,0.22024761692056682,0.0
PRRG2,0.9999941770903382,2.9548494075658414e-10,5.822614176604537e-06,0.0
PRRT4,5.711539355871982e-176,0.9993721131721242,0.0006278868278758538,0.0
PRSS22,2.7150016629553685e-243,0.980318530411662,0.019681469588337438,0.0
PRSS33,2.09393547630737e-135,0.00335959977113311,0.9966404002288662,0.0
PRSS35,4.072529175715468e-30,8.450326243029023e-05,0.9999154967375701,0.0
PRSS50,1.0302690212556362e-169,0.6821934392381909,0.3178065607618099,0.0
PSAPL1,7.886982397445456e-97,0.9899039661874695,0.010096033812531765,0.0
PSG9,0.9999790578550681,8.302006397072841e-10,2.0941314731045274e-05,0.0
PSKH2,3.7262004563015857e-33,6.299644456529336e-05,0.9999370035554342,0.0
PTAFR,0.9999980158779318,7.739403449702426e-11,1.9840446743182443e-06,0.0
PTCH2,0.43855683040158217,1.6881695552583584e-05,0.561426287902866,0.0
PTCHD4,2.4108622854106333e-41,7.316403745609386e-05,0.9999268359625446,0.0
PTGDR,4.4713271101640595e-69,0.0004745285468399344,0.9995254714531596,0.0
PTGDS,4.439285545383785e-226,0.9999984151993625,1.5848006376898545e-06,0.0
PTGES3L,0.9999982465610858,7.60860726348588e-11,1.7533628280939828e-06,0.0
PTH1R,0.0,1.0,1.8105144866795547e-16,0.0
PTK2B,0.7904668133552916,1.2049808159711418e-05,0.20952113683654894,0.0
PTPRM,1.8573580294295653e-18,7.546824340005172e-05,0.9999245317565996,0.0
PVRIG,0.99997923215164,7.948300236503223e-10,2.0767053529881502e-05,0.0
PVT1,0.9977441521208847,8.135991188886607e-08,0.002255766519203473,0.0
PYY,1.175191502235105e-187,0.9836465280316342,0.016353471968366683,0.0
RAB11B-AS1,0.99999889816766,4.9271662216077436e-11,1.101783068500887e-06,0.0
RAB17,1.3854271054302845e-10,0.00013379277859812015,0.9998662070828599,0.0
RAB26,0.6741636892073216,1.308235789511502e-05,0.32582322843478295,0.0
RAB36,1.3586902041331166e-07,6.415563738478773e-05,0.999935708493595,0.0
RAB3B,9.772191369494064e-53,0.00020152427456171352,0.9997984757254381,0.0
RAB40B,0.00015289423111298453,0.00010158990739495955,0.999745515861492,0.0
RAP2B,0.9999956599421437,1.5844171019172164e-10,4.339899414718102e-06,0.0
RAPGEF3,0.9830205412086999,6.462479713547283e-07,0.016978812543328965,0.0
RASEF,1.3721693539703194e-67,0.0019950900972981293,0.9980049099027035,0.0
RASGRF2,1.3940249425514056e-176,0.14933197078887064,0.8506680292111296,0.0
RASGRP1,1.0028069175777608e-53,0.00013707986337893195,0.9998629201366204,0.0
RASGRP4,5.264740485176792e-128,0.006026704396319778,0.9939732956036811,0.0
RASSF6,3.0936770895813515e-26,0.0003413420874814778,0.999658657912519,0.0
RBM20,2.4291288708750427e-272,0.9987127998439559,0.0012872001560434267,0.0
RBM24,6.076452422355864e-122,0.0021739020456548563,0.9978260979543438,0.0
RBM46,2.027339569089779e-13,6.403888560182301e-05,0.9999359611141956,0.0
RBP1,4.39617025807435e-50,0.00024075364569639467,0.9997592463543035,0.0
RCAN3,2.810179794573393e-114,0.010031113574829838,0.9899688864251697,0.0
REEP6,7.880689453349161e-22,0.0002657255914293837,0.9997342744085707,0.0
RELN,1.7444554414214326e-116,0.0014005707090789053,0.9985994292909208,0.0
RFTN1,3.6458557989095033e-35,0.0015607160592209664,0.9984392839407782,0.0
