GENE,cluster1,cluster2,cluster3,cluster4
RGCC,3.4763817614782234e-44,0.000978989702075066,0.9990210102979252,0.0
RGS11,1.1008927914152074e-120,0.4975852026502728,0.5024147973497285,0.0
RGS16,1.0913515865481767e-77,0.009952908091861381,0.9900470919081393,0.0
RGS5,0.9999990331814932,4.441344498824583e-11,9.667740932676693e-07,0.0
RGS7BP,8.947734228663598e-133,0.001367181064724839,0.9986328189352759,0.0
RGS9,1.1277768587314853e-100,0.004437413601947674,0.9955625863980521,0.0
RIPPLY3,3.031927577119365e-65,0.000556613692339898,0.9994433863076606,0.0
RNASE1,3.686792802548879e-75,0.0053118985018420955,0.9946881014981594,0.0
RNF152,7.641949030904196e-67,0.00013697720280751575,0.9998630227971931,0.0
RNF157-AS1,1.514042985566997e-206,0.8889087423650579,0.11109125763494304,0.0
RNF19A,0.9997722613681995,8.50370053442725e-09,0.00022773012810018163,0.0
RNF208,0.9913359320715478,6.285361792162795e-07,0.008663439392272881,0.0
RP1L1,0.0,0.9999266004554114,7.339954458912124e-05,0.0
RPL22L1,0.9999984539386103,7.16534705028434e-11,1.5459897363844659e-06,0.0
RSPH1,7.017380136742678e-37,0.0010498290520208411,0.998950170947979,0.0
RSPH4A,2.3337462432996573e-08,2.6945417856319706e-05,0.999973031244681,0.0
RUNDC3A,5.512181240842163e-285,0.9982360451847635,0.0017639548152373037,0.0
RUNDC3A-AS1,3.7685293452204425e-283,0.9973536517754333,0.002646348224566393,0.0
RYR1,1.711285595553201e-131,0.006069966006414742,0.9939300339935846,0.0
S100A10,1.4239984852940305e-71,0.2403883772570442,0.759611622742955,0.0
S100A6,0.9945282578694671,2.316408914046868e-07,0.0054715104896411945,0.0
S100Z,0.9987219182121158,9.660359752676603e-08,0.0012779851842871042,0.0
S1PR1,1.2515629649582985e-38,0.00018957418880357957,0.9998104258111968,0.0
S1PR3,4.289304939834248e-58,0.0030305400994494686,0.9969694599005499,0.0
SAMD14,3.3645414755652675e-18,3.809024072502667e-05,0.9999619097592748,0.0
SAMD15,0.9999790918085462,1.4743560350114807e-09,2.0906717097657922e-05,0.0
SAMD3,4.587132666411245e-35,0.00012047898899653482,0.9998795210110033,0.0
SBK2,8.097677595556171e-19,0.00020895327360657894,0.9997910467263929,0.0
SBK3,2.938196495881372e-60,0.003727890848744841,0.9962721091512559,0.0
SCN2B,0.0,1.0,2.835801806217594e-36,0.0
SCN3B,1.4173938964877566e-273,0.2801818562821313,0.719818143717869,0.0
SCUBE1,0.0,1.0,1.3049348252390282e-16,0.0
SDC4,4.496138444469925e-07,3.5120350249095124e-05,0.9999644300359056,0.0
SEMA3C,3.2148372258048124e-09,5.539316061949914e-05,0.9999446036245427,0.0
SEMA3D,1.7781543706492376e-15,0.00020246836851560207,0.9997975316314835,0.0
SEMA4A,1.2323648258291816e-22,0.00023770542041147213,0.9997622945795887,0.0
SEMA6D,1.9646579155722421e-115,0.0007446210588464622,0.9992553789411543,0.0
SERPINE1,4.5588061820020356e-108,0.022109193135974283,0.9778908068640274,0.0
SERPINE2,3.490991600879203e-53,0.0014318215795579765,0.998568178420442,0.0
SFMBT2,4.540838156175784e-117,0.06817205262291504,0.9318279473770845,0.0
SFTA1P,3.7069337231044954e-11,6.091329653879066e-05,0.9999390866663923,0.0
SFXN3,1.0418044912473531e-45,0.024156483481607604,0.9758435165183929,0.0
SGIP1,4.309176391816142e-29,0.00014076428174140165,0.9998592357182594,0.0
SH2D1B,0.0004204169265517255,7.936760354980284e-05,0.9995002154698983,0.0
SH2D6,0.9992875211236583,3.326459324982194e-08,0.0007124456117482449,0.0
SH3BP5,0.7841932076652143,1.0892656915655895e-05,0.21579589967786986,0.0
SH3TC1,5.415066748095526e-129,0.08993623308760343,0.9100637669123969,0.0
SHD,1.1732853502726523e-69,0.0006627374357162629,0.9993372625642836,0.0
SHE,3.5533836061409e-310,0.9999997610109831,2.3898901807686753e-07,0.0
SHH,0.0,1.0,6.408407347995624e-22,0.0
SHISA2,8.43146362882853e-110,0.0031532596535676126,0.9968467403464315,0.0
SHISA4,2.62875783591557e-44,0.0013301014627337508,0.9986698985372656,0.0
SHISA6,2.2370221865490513e-209,0.9999999994068176,5.93182747143041e-10,0.0
SHROOM4,0.0,1.0,2.71659765377641e-20,0.0
SIGLEC6,0.0,1.0,1.2938337416701993e-16,0.0
SIX3,0.0,1.4736344511908562e-16,2.3764378671929015e-109,0.9999999999999998
SKINT1L,1.5723681235842183e-13,8.399053152474684e-05,0.9999160094683183,0.0
SLC13A4,3.675439191585723e-16,0.0001529656876904854,0.9998470343123091,0.0
SLC16A9,3.1329802368448125e-104,0.0004630380681365995,0.9995369619318628,0.0
SLC17A7,0.0,1.0,2.5852269418700114e-25,0.0
SLC1A2,0.0,0.21220399588032013,0.7877960041196784,0.0
SLC22A1,0.848591119345391,1.1799545254298423e-05,0.15139708110935501,0.0
SLC22A2,3.1395134128057394e-24,0.0001654791658336479,0.9998345208341658,0.0
SLC22A31,1.1601531459773065e-134,0.01786064732732874,0.9821393526726719,0.0
SLC24A3,2.065010139678857e-76,0.0032786484361872503,0.9967213515638124,0.0
SLC25A34,0.9999815835183127,1.2722971533765975e-09,1.841520939010926e-05,0.0
SLC30A3,0.0,0.9999999786803395,2.1319659552808687e-08,0.0
SLC35E4,0.9999976723817361,8.97010572570749e-11,2.3275285628320237e-06,0.0
SLC35F3,9.610022603647562e-113,0.005057517441253265,0.9949424825587467,0.0
SLC36A2,3.9310861964922227e-140,0.003570390220544463,0.9964296097794554,0.0
SLC38A3,9.023821799766404e-170,0.8525765679894018,0.14742343201059843,0.0
SLC40A1,3.982626556505581e-41,0.04269753696022073,0.9573024630397796,0.0
SLC46A3,0.9766225066994091,1.2306528246674674e-06,0.02337626264776649,0.0
SLC4A11,1.559935150224618e-160,0.5042438479335708,0.4957561520664303,0.0
SLC5A9,3.0379474085865096e-47,0.001068344160305572,0.9989316558396945,0.0
SLC6A17,0.0,1.0,6.391251498201355e-31,0.0
SLC7A10,3.228669640858428e-229,0.9063527818920597,0.09364721810793873,0.0
SLC7A11,0.9999896002162305,4.060111699347417e-10,1.039937775816497e-05,0.0
SLC7A14,8.623428848739967e-232,0.02067698098675855,0.9793230190132426,0.0
SLC7A5,1.6523694289479767e-11,0.00010348256690749366,0.9998965174165689,0.0
SLC8A1,0.9999978208760387,9.330570980822058e-11,2.1790306558068274e-06,0.0
SLC9A9,0.9999963957908936,1.3663855441977145e-10,3.6040724676863793e-06,0.0
SLCO2A1,1.6685809129527207e-31,9.574987122528923e-05,0.9999042501287754,0.0
SLCO4C1,0.993539606546635,1.7415211645953227e-07,0.006460219301248856,0.0
SLIT1,0.0,1.0,4.3155592031108e-23,0.0
SMARCA2,3.081259293824105e-16,0.0006656836013357383,0.9993343163986635,0.0
SMG1P2,0.9999967350317599,1.4062626313442083e-10,3.2648276140028897e-06,0.0
SMIM10L2A,2.4620136129973288e-61,0.09403769133196112,0.905962308668038,0.0
SMOC2,1.2747781588736311e-301,0.9992583540859331,0.0007416459140681815,0.0
SMTNL1,7.078224039274363e-09,4.622871804577287e-05,0.99995376420373,0.0
SNHG12,0.9999980502751142,7.6684552341782e-11,1.9496482013131207e-06,0.0
SNHG17,0.01644248546919133,4.0849219876753504e-05,0.9835166653109323,0.0
SOCS3,2.092113965194714e-53,0.0088446719935025,0.991155328006497,0.0
SORCS1,7.669814109448546e-112,0.0009694971963216134,0.9990305028036779,0.0
SOX10,1.4897263253877878e-12,0.0003182785929478478,0.9996817214055627,0.0
SOX15,0.9999982332219948,8.032033247908817e-11,1.7666976849786106e-06,0.0
SOX17,0.0,1.0,1.3644245255090335e-75,0.0
SOX7,0.0,0.9999999999746763,2.532397742701342e-11,0.0
SP140,0.9999674021737528,1.1518721817984617e-09,3.2596674374953515e-05,0.0
SPACA9,1.1562642053766025e-28,0.00034099498429888026,0.9996590050157014,0.0
SPAG1,0.9999173141665316,2.5122930516477983e-09,8.268332117546465e-05,0.0
SPAG6,0.0,0.9999999996336264,3.6637301999095613e-10,0.0
SPAG8,0.9999852725066967,7.920704565992574e-10,1.4726701232755011e-05,0.0
SPATA17,0.008367934612195212,5.1116500226090296e-05,0.991580948887579,0.0
SPATA18,3.261620961223476e-115,0.0017588107223960605,0.9982411892776039,0.0
SPHK1,6.023692281408775e-21,0.00012531952099584403,0.9998746804790046,0.0
SPIRE2,9.188263961641323e-05,6.854184819500763e-05,0.9998395755121877,0.0
SPOCK2,1.7309400394520884e-104,0.06896740680787372,0.9310325931921253,0.0
SPON2,2.0136154793077237e-06,0.0006627126271137555,0.9993352737574078,0.0
SRRM4,0.0,0.9999999999979003,2.0996913464956084e-12,0.0
SRY,2.1428898669272017e-09,0.00015546089397926695,0.9998445369631315,0.0
SST,6.7776949334182206e-217,0.16260852553210955,0.8373914744678889,0.0
SSTR3,1.671188870976328e-202,0.9989311000082234,0.0010688999917772453,0.0
ST3GAL6,5.83286254238631e-45,0.003916885350131613,0.996083114649869,0.0
ST6GALNAC2,9.359559769448911e-78,0.16082081066697101,0.8391791893330298,0.0
ST6GALNAC5,4.696166833491095e-91,9.162407986250909e-05,0.999908375920137,0.0
STARD9,2.4345475171320737e-06,6.190749001642094e-05,0.9999356579624668,0.0
STC2,0.0,0.9870225415863316,0.012977458413668408,0.0
STEAP1B,0.9866138681975619,4.176397103918001e-07,0.013385714162728067,0.0
STEAP3,2.107481836175621e-49,0.02321264838716102,0.9767873516128396,0.0
STK31,0.9999955098072311,2.116832048288955e-10,4.489981085570119e-06,0.0
STK32B,1.4645858965487138e-46,0.0006912905556488706,0.9993087094443517,0.0
STMN3,2.736628618454545e-10,0.0001392507507074522,0.9998607489756303,0.0
STRIP2,3.764872564153032e-15,5.1242006732607054e-05,0.9999487579932631,0.0
SULF2,9.156217611828113e-70,0.0003644453190788159,0.9996355546809216,0.0
SULT1C4,0.9999212616313237,3.9887783219733646e-09,7.873437989819473e-05,0.0
SYCP2L,1.5484157822709644e-259,0.02176518128153869,0.9782348187184605,0.0
SYN1,4.981845455034256e-190,0.9999890375658049,1.0962434195556697e-05,0.0
SYNPO,5.408389088100677e-92,0.005338994345386187,0.9946610056546124,0.0
SYNPR,3.3814635464394907e-143,0.002035269649729247,0.9979647303502727,0.0
SYP,1.2227705995330396e-110,0.99990889967484,9.110032516001917e-05,0.0
SYT5,0.0,0.9999999999999964,4.109482958195342e-15,0.0
SYTL3,0.9999751846032394,1.0395044689089606e-09,2.481435725601124e-05,0.0
TAC1,3.8993523776435994e-188,0.0103762228017606,0.989623777198239,0.0
TACR3,8.986750346528888e-10,3.093779606064669e-05,0.9999690613052635,0.0
TAGLN,0.9999517521141372,3.0295296145054382e-09,4.824485633322773e-05,0.0
TAS2R5,0.9999988360643685,5.488917839761303e-11,1.163880742414426e-06,0.0
TBC1D3L,0.9999930807736913,4.02222753631955e-10,6.918824085915697e-06,0.0
TBX10,4.682932040124271e-28,8.407693918828201e-05,0.9999159230608113,0.0
TBX3,0.0,1.0,2.346756328078035e-78,0.0
TBXA2R,2.2222945720403943e-14,0.0001597630882292606,0.9998402369117485,0.0
TCHH,0.0,0.9999999999999822,1.931507468140889e-14,0.0
TCP11L1,0.9999989574626696,4.059776578537599e-11,1.0424967326112916e-06,0.0
TDRD7,2.1146378454288566e-50,0.00021111638845346348,0.9997888836115456,0.0
TEK,0.02203002835941888,4.823779213026098e-05,0.9779217338484508,0.0
TEKT1,0.0,0.9999781550716734,2.1844928326115052e-05,0.0
TEKT2,2.3262827356835052e-20,0.0013533891135161329,0.9986466108864831,0.0
TEPP,2.3751721810401597e-127,0.06453578362141703,0.9354642163785848,0.0
TESC,2.343924035427715e-305,0.9326627089538692,0.06733729104613151,0.0
TEX15,0.0,1.0,1.2854527976540055e-21,0.0
TFAP2E,2.800353252293508e-98,0.09593523989475869,0.9040647601052418,0.0
TFF3,3.090589242149728e-281,0.9999999741191846,2.5880814844433637e-08,0.0
THAP9-AS1,0.999997502040781,1.485892505176203e-10,2.4978106299234137e-06,0.0
THBD,0.0,1.0,8.628190850139257e-19,0.0
THBS2,1.8810951784321028e-73,0.0006851887966096706,0.9993148112033908,0.0
THPO,5.506785423706792e-157,0.24778699089051232,0.7522130091094881,0.0
THSD7B,1.337268567467735e-140,0.004406243352243533,0.9955937566477556,0.0
TIGD3,1.3035470072246735e-12,0.00021348915167747947,0.9997865108470188,0.0
TLE2,1.0878090670978613e-53,0.0627862048433477,0.9372137951566516,0.0
TLE6,1.321767258271528e-41,0.025590041505121636,0.9744099584948771,0.0
TLL1,2.2378076655045796e-119,0.0004937645048638659,0.9995062354951355,0.0
TLR8-AS1,9.824736162535689e-29,0.0842580528063223,0.9157419471936787,0.0
TMC1,0.9998065328102643,3.234967464719658e-08,0.00019343484006113597,0.0
TMEM119,1.541655622272053e-17,0.0008838519895921537,0.999116148010407,0.0
TMEM121,4.857027750268987e-109,0.9891119030710817,0.01088809692891995,0.0
TMEM125,1.6619866073921685e-41,0.00012797395057562982,0.9998720260494247,0.0
TMEM145,1.7840589569974024e-47,0.0003127513710474833,0.9996872486289518,0.0
TMEM151A,5.442985912573206e-45,0.0002933822042360927,0.9997066177957635,0.0
TMEM151B,0.0,0.9999999999999964,2.0201450139780386e-15,0.0
TMEM190,6.229790754e-314,0.9999835543056662,1.6445694332618245e-05,0.0
TMEM200B,4.40945811694132e-43,0.00015135062679621318,0.9998486493732031,0.0
TMEM229B,0.0,0.9999906470128279,9.352987173741082e-06,0.0
TMEM269,3.2891704161861816e-09,6.362650289359947e-05,0.9999363702079358,0.0
TMEM86B,0.9999975910110052,1.2608902939578713e-10,2.408862905697631e-06,0.0
TMEM92,1.696066932391769e-171,0.9999921279579077,7.872042090900462e-06,0.0
TMOD1,1.5531886203111122e-117,0.24134850081687964,0.7586514991831196,0.0
TMTC1,1.2200539801163242e-29,6.290053773309987e-05,0.9999370994622672,0.0
TNC,1.976300792099172e-138,0.6326400758045244,0.36735992419547464,0.0
TNFAIP2,7.905746846621531e-38,0.0012937653298439591,0.9987062346701556,0.0
TNFRSF10C,3.297592106304719e-103,0.0063100294254047565,0.9936899705745953,0.0
TNFRSF18,8.764399427956602e-69,0.012094422199480714,0.9879055778005191,0.0
TNFRSF1B,2.238987192128632e-137,0.9968297656957419,0.0031702343042573186,0.0
TNFSF10,0.9999888761759687,4.914892238030584e-10,1.1123332542359855e-05,0.0
TNFSF14,2.2199303434557746e-74,0.00941997454617039,0.9905800254538305,0.0
TNFSF9,2.0028900998975727e-42,0.0001631127821096859,0.9998368872178899,0.0
TNNT2,0.0,0.9999999999999432,5.525632630670531e-14,0.0
TOM1L2,0.9999980043688992,8.29737279099398e-11,1.995548127126467e-06,0.0
TP53INP1,0.9999979035458975,9.321529833655712e-11,2.096360887244902e-06,0.0
TP53INP2,3.058596583677719e-09,0.00011359947101668547,0.999886397470386,0.0
TPH1,3.1582506382706e-61,0.00015168829474122093,0.9998483117052592,0.0
TPM2,0.9999969648325022,1.0902359245286653e-10,3.0350584741492153e-06,0.0
TPSD1,4.1648804220107334e-152,0.9992392256649392,0.0007607743350617696,0.0
TRABD2A,7.173091749839014e-77,0.0070497162364970235,0.9929502837635019,0.0
TRADD,0.0,1.0,1.3198970662836813e-26,0.0
TRAF1,0.9999385862882189,2.6987133247008054e-09,6.141101306794168e-05,0.0
TRDN,0.9999930358543594,3.2840864677747586e-10,6.963817232116258e-06,0.0
TRIM36,0.0,0.999984010511166,1.5989488833149725e-05,0.0
TRIM54,2.3213364938178084e-200,0.9320812260002427,0.06791877399975614,0.0
TRIM67,0.0,0.9999999959827228,4.01727761806513e-09,0.0
TRPC4,5.6840774800635355e-55,0.0016790796530918443,0.9983209203469076,0.0
TRPC6,4.291880857468588e-44,0.00016128451644067588,0.9998387154835594,0.0
TRPC7,4.583161365244126e-12,7.833803476538189e-05,0.9999216619606512,0.0
TRPM2,5.097155445750016e-172,0.7548581587375729,0.2451418412624281,0.0
TRPV1,0.9999936063966457,3.85222261953946e-10,6.393218131968608e-06,0.0
TRPV3,7.680091947402414e-16,0.00043545518165685537,0.9995645448183423,0.0
TSEN15,9.351985911125699e-38,0.00021449177118004368,0.9997855082288208,0.0
TSHR,4.1585999595986475e-33,0.00024022042273978602,0.9997597795772604,0.0
TSHZ1,3.623977212899058e-27,0.024730190120916474,0.9752698098790836,0.0
TSIX,6.2112582221622326e-248,0.9999999999999964,4.676270920694396e-15,0.0
TSNAXIP1,0.9999988475777056,4.987555458220182e-11,1.1523724189216331e-06,0.0
TSPAN11,8.346364642753896e-191,0.9793222737714848,0.02067772622851504,0.0
TSPAN12,6.040525765903278e-100,0.0021007906455170196,0.997899209354483,0.0
TSPAN7,3.060917180680084e-154,0.9999987863224444,1.2136775546462466e-06,0.0
TSPEAR-AS1,4.859509182462111e-148,0.9996710300544526,0.0003289699455460682,0.0
TSPEAR-AS2,5.287391891241769e-180,0.999995129284286,4.870715713541542e-06,0.0
TSPOAP1,3.003124455358047e-133,0.04441659832212526,0.9555834016778763,0.0
TTBK1,0.0,0.9999999302540654,6.97459334930507e-08,0.0
TTC29,1.3887226199496315e-93,0.002226160164466283,0.997773839835533,0.0
TTC30B,0.9998183012857037,6.467909968393134e-09,0.000181692246386356,0.0
TTC9,2.9978040052280423e-134,0.0054256521960132816,0.9945743478039871,0.0
TTLL10,0.0,0.9999999616193954,3.8380603458772785e-08,0.0
TTLL9,0.0,0.9999963109450125,3.6890549884954996e-06,0.0
TUBB3,6.237426692356008e-139,0.5303640224390213,0.4696359775609796,0.0
TWIST1,0.0,1.0,5.480134068481934e-52,0.0
TYMP,6.396001420837567e-252,0.9999971120025919,2.887997406359973e-06,0.0
TYRO3,7.905983944270332e-10,7.474003121517394e-05,0.9999252591781861,0.0
TYW1B,0.9999981914070496,9.11745047635467e-11,1.8085017758718041e-06,0.0
UAP1L1,4.40642291628627e-63,0.17872862753574306,0.8212713724642567,0.0
UBXN10,0.0,0.9999999999998508,1.4929702273798495e-13,0.0
UCP3,0.9999877895967927,5.996662740566762e-10,1.2209803540966034e-05,0.0
ULBP1,0.0,1.0,1.0110193857938488e-121,0.0
UMODL1,2.616738123699579e-106,0.003954996167913055,0.9960450038320863,0.0
UNC13C,3.514675665297342e-33,8.329826912115334e-05,0.9999167017308789,0.0
UNC5B-AS1,2.7080311983533182e-132,0.007447497391773822,0.9925525026082259,0.0
USH2A,0.9985403859386767,6.869471327065278e-08,0.0014595453666100535,0.0
USHBP1,0.9999777186688598,9.081084911609562e-10,2.2280423031863124e-05,0.0
USP49,0.9999989248730945,5.1657386938564284e-11,1.0750752482956572e-06,0.0
UTF1,0.0,1.0,4.36095037419284e-33,0.0
VAV3,0.999926305936296,9.772022729613794e-09,7.368429168138543e-05,0.0
VGF,0.0,1.0,1.3728532112781628e-16,0.0
VIL1,1.1790139484624574e-11,4.735589908220499e-05,0.9999526440891269,0.0
VIPR2,0.0475991927687536,0.0001529211946166247,0.9522478860366305,0.0
VIT,0.9991509467677828,3.6081862787564154e-08,0.0008490171503539717,0.0
VMAC,0.9999990085937943,4.289117212553432e-11,9.913633147675021e-07,0.0
VSIG2,0.0,1.0,8.279284581193361e-38,0.0
VSTM2L,0.0,0.9999999999999964,4.365221375113321e-15,0.0
VTN,7.534178268466144e-30,0.0006673340313757075,0.999332665968625,0.0
VWA3A,5.535628967905151e-27,0.0002492293985477677,0.9997507706014521,0.0
VWA3B,3.2740845889151057e-43,0.00011017197168683146,0.9998898280283135,0.0
VWDE,8.023695559058939e-35,0.00017384951455221766,0.9998261504854474,0.0
VWF,1.1278354235523662e-13,0.0004647828296438432,0.9995352171702433,0.0
WDR38,0.8246012732992987,5.702995181105723e-06,0.17539302370552007,0.0
WDR86-AS1,3.879513584508677e-204,0.9651779110928648,0.034822088907135874,0.0
WFDC2,1.0556433497820634e-305,0.9955566858959418,0.004443314104058429,0.0
WFIKKN1,0.9907792378373783,8.872974366430862e-07,0.009219874865184715,0.0
WFIKKN2,9.9319607621684e-61,0.003376972475978822,0.9966230275240207,0.0
WNT3A,0.0,0.9999999999999929,6.953770916100187e-15,0.0
WNT4,1.293266506436098e-267,0.9726166617583447,0.027383338241654308,0.0
WNT5B,9.650364605116932e-11,0.0002608059401817205,0.9997391939633147,0.0
WNT8A,3.154767801243311e-26,0.00013512898901609508,0.9998648710109832,0.0
XDH,9.186567918248405e-05,7.29451890076382e-05,0.9998351891318091,0.0
XG,5.039669281709017e-13,0.00011455689464438319,0.9998854431048508,0.0
XKR4,1.1771596661159008e-127,0.0036942587701827246,0.9963057412298185,0.0
YPEL3,0.9999951713260185,2.2560050491150016e-10,4.828448381067322e-06,0.0
ZAP70,9.711231155577053e-17,0.0002773369635745784,0.9997226630364248,0.0
ZBBX,2.0030019205164632e-05,3.22041835837942e-05,0.9999477657972119,0.0
ZBTB7C,0.0,0.9999999999990301,9.703912941846485e-13,0.0
ZCCHC12,3.3795693049875455e-304,0.9999531744620036,4.6825537996977635e-05,0.0
ZDHHC15,0.007081381961935575,0.00019188772133945758,0.9927267303167253,0.0
ZMYND10,1.4773573656802576e-05,0.00015095574320803866,0.9998342706831347,0.0
ZNF157,1.017291660365515e-33,0.18751746585291032,0.8124825341470908,0.0
ZNF18,0.9999894399475842,3.8799193143571427e-10,1.0559664423943305e-05,0.0
ZNF37A,0.9999477531256207,2.2631565046717705e-09,5.2244611222911975e-05,0.0
ZNF383,0.999998782164761,5.112065288105822e-11,1.2177841181834174e-06,0.0
ZNF385C,1.690285915425158e-154,0.9890392233176091,0.010960776682390488,0.0
ZSCAN12,4.071939623143503e-09,3.685973675747809e-05,0.9999631361913031,0.0
